job_id,firm_id,firm_name,white,callback
10394,1,Rite Aid,1,0
10177,1,Rite Aid,1,1
10661,1,Rite Aid,1,0
10658,1,Rite Aid,0,0
9322,1,Rite Aid,1,0
6694,1,Rite Aid,0,0
4625,1,Rite Aid,0,0
10175,1,Rite Aid,0,0
10,1,Rite Aid,0,1
7483,1,Rite Aid,1,0
4625,1,Rite Aid,0,0
4,1,Rite Aid,0,0
10180,1,Rite Aid,1,0
10657,1,Rite Aid,1,1
6542,1,Rite Aid,0,1
67,1,Rite Aid,1,0
10393,1,Rite Aid,1,0
10176,1,Rite Aid,0,0
7420,1,Rite Aid,0,1
4537,1,Rite Aid,0,0
7420,1,Rite Aid,0,1
6,1,Rite Aid,1,0
22,1,Rite Aid,1,0
18,1,Rite Aid,1,0
10181,1,Rite Aid,1,1
9606,1,Rite Aid,1,0
4627,1,Rite Aid,1,0
10,1,Rite Aid,1,1
7478,1,Rite Aid,0,0
12,1,Rite Aid,1,0
4596,1,Rite Aid,1,0
4649,1,Rite Aid,1,1
10659,1,Rite Aid,0,0
7417,1,Rite Aid,0,1
9322,1,Rite Aid,1,0
7479,1,Rite Aid,1,0
9318,1,Rite Aid,1,0
4648,1,Rite Aid,1,0
4658,1,Rite Aid,1,0
9610,1,Rite Aid,0,0
10175,1,Rite Aid,0,0
10655,1,Rite Aid,0,0
8545,1,Rite Aid,0,0
10663,1,Rite Aid,0,0
18,1,Rite Aid,0,0
7421,1,Rite Aid,1,1
9322,1,Rite Aid,0,0
9608,1,Rite Aid,1,0
15,1,Rite Aid,0,0
4649,1,Rite Aid,0,0
6691,1,Rite Aid,0,1
4654,1,Rite Aid,0,0
8552,1,Rite Aid,1,1
4647,1,Rite Aid,0,0
8553,1,Rite Aid,1,1
9610,1,Rite Aid,1,0
8,1,Rite Aid,1,0
10393,1,Rite Aid,0,0
4627,1,Rite Aid,0,0
8545,1,Rite Aid,1,0
4654,1,Rite Aid,1,0
4595,1,Rite Aid,1,0
13,1,Rite Aid,0,0
4647,1,Rite Aid,1,0
7418,1,Rite Aid,1,0
12,1,Rite Aid,0,0
9607,1,Rite Aid,1,1
10391,1,Rite Aid,0,0
4656,1,Rite Aid,0,0
4647,1,Rite Aid,0,0
7417,1,Rite Aid,1,1
4595,1,Rite Aid,1,0
7487,1,Rite Aid,1,1
9604,1,Rite Aid,1,1
24,1,Rite Aid,1,0
9325,1,Rite Aid,0,0
10178,1,Rite Aid,1,0
9605,1,Rite Aid,1,0
10660,1,Rite Aid,0,0
4596,1,Rite Aid,0,0
6542,1,Rite Aid,0,0
10392,1,Rite Aid,0,0
6689,1,Rite Aid,1,0
10174,1,Rite Aid,0,0
7486,1,Rite Aid,1,0
8549,1,Rite Aid,0,0
9605,1,Rite Aid,0,0
4623,1,Rite Aid,0,1
9321,1,Rite Aid,1,0
22,1,Rite Aid,0,0
4658,1,Rite Aid,0,0
18,1,Rite Aid,1,0
10393,1,Rite Aid,1,1
7421,1,Rite Aid,1,0
7421,1,Rite Aid,0,0
10180,1,Rite Aid,0,0
4648,1,Rite Aid,1,0
24,1,Rite Aid,1,0
7419,1,Rite Aid,0,0
7418,1,Rite Aid,1,0
8545,1,Rite Aid,0,0
9318,1,Rite Aid,1,0
10655,1,Rite Aid,1,0
10660,1,Rite Aid,0,0
12,1,Rite Aid,0,0
8549,1,Rite Aid,0,0
7419,1,Rite Aid,0,0
9604,1,Rite Aid,1,1
9,1,Rite Aid,1,0
25,1,Rite Aid,1,0
4625,1,Rite Aid,0,0
6691,1,Rite Aid,1,0
10661,1,Rite Aid,1,0
9605,1,Rite Aid,1,0
7481,1,Rite Aid,0,0
4624,1,Rite Aid,1,0
22,1,Rite Aid,0,0
17,1,Rite Aid,0,0
10180,1,Rite Aid,0,0
9609,1,Rite Aid,1,0
8549,1,Rite Aid,1,0
6687,1,Rite Aid,0,0
10176,1,Rite Aid,1,0
10657,1,Rite Aid,0,0
4624,1,Rite Aid,0,0
4652,1,Rite Aid,0,0
9323,1,Rite Aid,1,0
8553,1,Rite Aid,0,0
8545,1,Rite Aid,1,0
10176,1,Rite Aid,0,0
21,1,Rite Aid,1,1
4651,1,Rite Aid,0,0
7486,1,Rite Aid,0,0
4652,1,Rite Aid,1,0
10662,1,Rite Aid,0,0
4649,1,Rite Aid,0,1
10389,1,Rite Aid,0,0
9610,1,Rite Aid,1,0
9607,1,Rite Aid,0,0
9604,1,Rite Aid,1,0
9324,1,Rite Aid,0,0
6688,1,Rite Aid,0,0
10179,1,Rite Aid,1,1
8550,1,Rite Aid,0,1
10393,1,Rite Aid,0,0
10180,1,Rite Aid,1,1
4650,1,Rite Aid,1,0
6694,1,Rite Aid,1,0
6689,1,Rite Aid,1,0
4625,1,Rite Aid,0,0
13,1,Rite Aid,1,0
10396,1,Rite Aid,0,0
8551,1,Rite Aid,1,0
8549,1,Rite Aid,0,0
51,1,Rite Aid,1,0
4652,1,Rite Aid,0,0
6689,1,Rite Aid,0,0
4650,1,Rite Aid,1,0
8550,1,Rite Aid,1,1
4537,1,Rite Aid,1,0
6695,1,Rite Aid,1,0
4646,1,Rite Aid,0,0
4659,1,Rite Aid,0,0
6690,1,Rite Aid,0,0
4655,1,Rite Aid,1,1
9324,1,Rite Aid,1,0
9322,1,Rite Aid,0,0
9321,1,Rite Aid,0,0
8551,1,Rite Aid,1,1
7420,1,Rite Aid,0,1
7487,1,Rite Aid,0,1
9610,1,Rite Aid,0,0
4596,1,Rite Aid,1,0
8552,1,Rite Aid,0,1
13,1,Rite Aid,1,0
10175,1,Rite Aid,1,0
7479,1,Rite Aid,0,0
10177,1,Rite Aid,1,1
8549,1,Rite Aid,1,0
10393,1,Rite Aid,0,0
9607,1,Rite Aid,1,0
10181,1,Rite Aid,1,1
10389,1,Rite Aid,0,0
8547,1,Rite Aid,1,0
8545,1,Rite Aid,1,0
8548,1,Rite Aid,1,0
15,1,Rite Aid,1,0
9319,1,Rite Aid,0,0
6,1,Rite Aid,0,0
4652,1,Rite Aid,1,0
8548,1,Rite Aid,1,0
4654,1,Rite Aid,1,0
10661,1,Rite Aid,0,0
4657,1,Rite Aid,1,0
8550,1,Rite Aid,0,0
10663,1,Rite Aid,1,0
58,1,Rite Aid,1,1
10180,1,Rite Aid,0,1
10662,1,Rite Aid,1,1
4653,1,Rite Aid,0,0
7487,1,Rite Aid,1,0
10177,1,Rite Aid,0,1
3,1,Rite Aid,1,0
6687,1,Rite Aid,1,0
22,1,Rite Aid,1,0
9604,1,Rite Aid,0,1
10179,1,Rite Aid,0,1
6542,1,Rite Aid,1,1
7,1,Rite Aid,1,0
10390,1,Rite Aid,1,1
3,1,Rite Aid,0,0
10391,1,Rite Aid,1,1
7478,1,Rite Aid,1,1
10392,1,Rite Aid,1,0
4648,1,Rite Aid,0,0
9,1,Rite Aid,0,0
4597,1,Rite Aid,1,0
9606,1,Rite Aid,1,0
9604,1,Rite Aid,0,1
9324,1,Rite Aid,1,1
4647,1,Rite Aid,1,0
15,1,Rite Aid,0,0
3,1,Rite Aid,1,0
10178,1,Rite Aid,1,0
4623,1,Rite Aid,0,1
7484,1,Rite Aid,0,0
4646,1,Rite Aid,0,0
4624,1,Rite Aid,1,0
9611,1,Rite Aid,1,0
4,1,Rite Aid,1,0
17,1,Rite Aid,1,0
4660,1,Rite Aid,1,0
4647,1,Rite Aid,1,0
9610,1,Rite Aid,0,0
20,1,Rite Aid,1,0
7485,1,Rite Aid,0,0
6693,1,Rite Aid,1,0
9611,1,Rite Aid,0,0
67,1,Rite Aid,0,1
10391,1,Rite Aid,1,0
9319,1,Rite Aid,0,0
9608,1,Rite Aid,0,0
4,1,Rite Aid,1,0
10174,1,Rite Aid,1,0
4653,1,Rite Aid,1,0
10174,1,Rite Aid,0,0
8552,1,Rite Aid,1,1
9611,1,Rite Aid,0,0
24,1,Rite Aid,0,0
4648,1,Rite Aid,1,0
10177,1,Rite Aid,1,1
7419,1,Rite Aid,1,0
6695,1,Rite Aid,0,0
4595,1,Rite Aid,0,0
14,1,Rite Aid,1,0
8552,1,Rite Aid,0,0
8551,1,Rite Aid,0,1
9607,1,Rite Aid,0,0
10179,1,Rite Aid,1,1
4597,1,Rite Aid,1,1
4624,1,Rite Aid,1,0
8551,1,Rite Aid,0,0
2,1,Rite Aid,0,0
4598,1,Rite Aid,0,0
9318,1,Rite Aid,0,0
8552,1,Rite Aid,1,1
7417,1,Rite Aid,0,1
4626,1,Rite Aid,1,0
6695,1,Rite Aid,0,0
7480,1,Rite Aid,1,0
6693,1,Rite Aid,0,0
6693,1,Rite Aid,0,0
10662,1,Rite Aid,1,0
4537,1,Rite Aid,0,0
6,1,Rite Aid,1,0
6,1,Rite Aid,1,0
10178,1,Rite Aid,1,0
10395,1,Rite Aid,0,1
10179,1,Rite Aid,1,1
8546,1,Rite Aid,0,1
58,1,Rite Aid,0,1
4598,1,Rite Aid,1,0
21,1,Rite Aid,1,1
10657,1,Rite Aid,0,1
7418,1,Rite Aid,0,0
10658,1,Rite Aid,1,0
10393,1,Rite Aid,0,1
4659,1,Rite Aid,1,0
9320,1,Rite Aid,0,0
4655,1,Rite Aid,0,0
21,1,Rite Aid,0,0
7480,1,Rite Aid,0,0
9325,1,Rite Aid,1,0
10658,1,Rite Aid,0,0
4656,1,Rite Aid,1,0
7484,1,Rite Aid,0,1
22,1,Rite Aid,0,0
9605,1,Rite Aid,0,0
9611,1,Rite Aid,1,0
7487,1,Rite Aid,1,0
10179,1,Rite Aid,0,1
10663,1,Rite Aid,0,0
10656,1,Rite Aid,0,0
10181,1,Rite Aid,1,0
4623,1,Rite Aid,1,1
9,1,Rite Aid,0,0
10663,1,Rite Aid,1,0
7419,1,Rite Aid,1,0
6691,1,Rite Aid,1,0
9604,1,Rite Aid,1,1
4648,1,Rite Aid,0,0
4627,1,Rite Aid,0,0
9605,1,Rite Aid,0,0
10662,1,Rite Aid,0,0
6689,1,Rite Aid,0,0
10391,1,Rite Aid,0,1
67,1,Rite Aid,1,0
7417,1,Rite Aid,0,1
1,1,Rite Aid,1,0
7486,1,Rite Aid,1,0
11,1,Rite Aid,1,0
9610,1,Rite Aid,1,0
7478,1,Rite Aid,0,0
15,1,Rite Aid,1,0
9319,1,Rite Aid,1,0
10,1,Rite Aid,1,0
7,1,Rite Aid,0,0
4623,1,Rite Aid,1,1
10395,1,Rite Aid,1,1
4657,1,Rite Aid,1,0
4657,1,Rite Aid,0,0
7483,1,Rite Aid,0,0
8,1,Rite Aid,1,1
10181,1,Rite Aid,0,1
10390,1,Rite Aid,0,1
4598,1,Rite Aid,0,0
8551,1,Rite Aid,0,0
4,1,Rite Aid,1,0
10657,1,Rite Aid,0,0
7482,1,Rite Aid,0,0
23,1,Rite Aid,1,0
7419,1,Rite Aid,0,0
10655,1,Rite Aid,1,0
6691,1,Rite Aid,0,0
4658,1,Rite Aid,1,1
17,1,Rite Aid,1,1
9323,1,Rite Aid,0,0
10175,1,Rite Aid,0,0
4658,1,Rite Aid,0,0
8546,1,Rite Aid,1,1
10661,1,Rite Aid,0,0
8546,1,Rite Aid,1,0
10177,1,Rite Aid,0,1
10658,1,Rite Aid,0,0
6692,1,Rite Aid,1,0
17,1,Rite Aid,1,1
67,1,Rite Aid,0,1
51,1,Rite Aid,0,0
9606,1,Rite Aid,0,0
6542,1,Rite Aid,1,1
4655,1,Rite Aid,0,1
8550,1,Rite Aid,1,1
4623,1,Rite Aid,0,1
4649,1,Rite Aid,0,1
6690,1,Rite Aid,1,0
58,1,Rite Aid,0,1
4595,1,Rite Aid,0,0
10175,1,Rite Aid,0,0
10395,1,Rite Aid,0,0
22,1,Rite Aid,0,1
4656,1,Rite Aid,1,0
3,1,Rite Aid,1,0
4597,1,Rite Aid,1,1
6689,1,Rite Aid,1,0
11,1,Rite Aid,1,0
9324,1,Rite Aid,1,1
4595,1,Rite Aid,0,0
7417,1,Rite Aid,1,1
15,1,Rite Aid,1,0
4660,1,Rite Aid,0,0
9325,1,Rite Aid,1,0
6690,1,Rite Aid,0,0
10390,1,Rite Aid,1,1
7421,1,Rite Aid,1,0
4657,1,Rite Aid,1,1
4655,1,Rite Aid,1,1
7421,1,Rite Aid,0,1
4646,1,Rite Aid,0,0
7483,1,Rite Aid,1,1
9611,1,Rite Aid,0,0
10396,1,Rite Aid,1,1
10656,1,Rite Aid,0,1
8547,1,Rite Aid,0,0
4659,1,Rite Aid,1,0
10396,1,Rite Aid,0,0
4623,1,Rite Aid,0,1
4627,1,Rite Aid,0,0
10661,1,Rite Aid,1,0
58,1,Rite Aid,1,1
4650,1,Rite Aid,0,0
24,1,Rite Aid,0,0
10660,1,Rite Aid,1,0
7481,1,Rite Aid,1,0
4596,1,Rite Aid,0,0
10663,1,Rite Aid,0,0
10181,1,Rite Aid,0,1
10657,1,Rite Aid,0,1
10177,1,Rite Aid,0,1
7418,1,Rite Aid,1,0
9609,1,Rite Aid,1,0
10656,1,Rite Aid,1,1
4598,1,Rite Aid,0,0
10394,1,Rite Aid,0,0
10175,1,Rite Aid,1,0
7,1,Rite Aid,1,0
8548,1,Rite Aid,1,0
4596,1,Rite Aid,1,0
4624,1,Rite Aid,0,0
18,1,Rite Aid,0,0
4627,1,Rite Aid,1,0
10174,1,Rite Aid,1,0
4624,1,Rite Aid,1,0
4660,1,Rite Aid,0,0
4648,1,Rite Aid,1,0
9321,1,Rite Aid,1,0
15,1,Rite Aid,0,0
9,1,Rite Aid,1,0
4598,1,Rite Aid,1,0
4652,1,Rite Aid,1,0
4654,1,Rite Aid,1,0
10391,1,Rite Aid,0,1
7479,1,Rite Aid,1,0
10391,1,Rite Aid,1,0
10392,1,Rite Aid,1,0
7418,1,Rite Aid,0,0
6689,1,Rite Aid,1,0
16,1,Rite Aid,1,1
4624,1,Rite Aid,0,0
9609,1,Rite Aid,0,0
17,1,Rite Aid,0,0
4654,1,Rite Aid,0,0
6693,1,Rite Aid,1,0
4655,1,Rite Aid,1,1
10658,1,Rite Aid,1,0
4596,1,Rite Aid,0,0
67,1,Rite Aid,0,0
7487,1,Rite Aid,0,0
13,1,Rite Aid,0,0
4651,1,Rite Aid,0,0
21,1,Rite Aid,1,0
21,1,Rite Aid,0,0
9608,1,Rite Aid,0,0
10175,1,Rite Aid,1,0
9320,1,Rite Aid,1,0
9606,1,Rite Aid,0,1
7487,1,Rite Aid,1,0
8547,1,Rite Aid,1,0
10176,1,Rite Aid,0,0
10394,1,Rite Aid,1,0
6692,1,Rite Aid,0,0
8,1,Rite Aid,1,1
23,1,Rite Aid,1,1
7485,1,Rite Aid,1,0
9604,1,Rite Aid,0,0
17,1,Rite Aid,0,0
7482,1,Rite Aid,0,0
4653,1,Rite Aid,0,0
10179,1,Rite Aid,0,1
10655,1,Rite Aid,0,0
4660,1,Rite Aid,1,0
4649,1,Rite Aid,1,1
8546,1,Rite Aid,0,0
8546,1,Rite Aid,1,0
10661,1,Rite Aid,0,0
4598,1,Rite Aid,1,0
10180,1,Rite Aid,0,0
6694,1,Rite Aid,1,0
6695,1,Rite Aid,0,0
6693,1,Rite Aid,0,0
12,1,Rite Aid,0,0
8549,1,Rite Aid,1,0
23,1,Rite Aid,1,0
9321,1,Rite Aid,1,0
4657,1,Rite Aid,0,1
23,1,Rite Aid,0,1
5,1,Rite Aid,0,0
9610,1,Rite Aid,0,0
7487,1,Rite Aid,0,0
9325,1,Rite Aid,1,0
4624,1,Rite Aid,0,0
4648,1,Rite Aid,0,0
7478,1,Rite Aid,1,0
4650,1,Rite Aid,0,0
4657,1,Rite Aid,0,0
4649,1,Rite Aid,1,1
10,1,Rite Aid,0,1
1,1,Rite Aid,1,0
10178,1,Rite Aid,0,0
9606,1,Rite Aid,1,0
9324,1,Rite Aid,0,0
9322,1,Rite Aid,1,0
10659,1,Rite Aid,0,0
9320,1,Rite Aid,0,0
4651,1,Rite Aid,1,0
8552,1,Rite Aid,1,0
4627,1,Rite Aid,1,1
6687,1,Rite Aid,0,0
4625,1,Rite Aid,1,0
10394,1,Rite Aid,1,0
10393,1,Rite Aid,1,0
21,1,Rite Aid,1,1
4659,1,Rite Aid,1,0
8551,1,Rite Aid,1,1
10180,1,Rite Aid,1,0
4647,1,Rite Aid,0,0
25,1,Rite Aid,1,0
6542,1,Rite Aid,0,1
4651,1,Rite Aid,1,0
7485,1,Rite Aid,0,0
18,1,Rite Aid,0,0
9608,1,Rite Aid,1,1
1,1,Rite Aid,0,0
4657,1,Rite Aid,0,0
4649,1,Rite Aid,0,0
4623,1,Rite Aid,1,1
10661,1,Rite Aid,1,0
8553,1,Rite Aid,0,0
4626,1,Rite Aid,1,0
8550,1,Rite Aid,1,0
10178,1,Rite Aid,0,0
10656,1,Rite Aid,1,1
6,1,Rite Aid,0,0
6694,1,Rite Aid,1,0
10395,1,Rite Aid,0,1
9322,1,Rite Aid,0,0
5,1,Rite Aid,0,0
22,1,Rite Aid,1,1
10389,1,Rite Aid,1,0
11,1,Rite Aid,1,0
7481,1,Rite Aid,1,0
4595,1,Rite Aid,0,0
4651,1,Rite Aid,1,0
10659,1,Rite Aid,1,0
4650,1,Rite Aid,0,0
10178,1,Rite Aid,0,0
4598,1,Rite Aid,1,0
9607,1,Rite Aid,1,0
16,1,Rite Aid,1,1
9324,1,Rite Aid,1,0
4597,1,Rite Aid,0,1
7483,1,Rite Aid,0,0
4,1,Rite Aid,1,0
9606,1,Rite Aid,0,1
4658,1,Rite Aid,1,1
4595,1,Rite Aid,1,0
8547,1,Rite Aid,1,0
6690,1,Rite Aid,1,0
7,1,Rite Aid,1,0
4650,1,Rite Aid,1,0
4597,1,Rite Aid,0,1
10395,1,Rite Aid,1,1
10176,1,Rite Aid,1,0
9609,1,Rite Aid,0,0
14,1,Rite Aid,0,0
10180,1,Rite Aid,1,0
10174,1,Rite Aid,1,0
10656,1,Rite Aid,0,0
4659,1,Rite Aid,0,0
3,1,Rite Aid,0,0
9320,1,Rite Aid,1,0
18,1,Rite Aid,1,0
10179,1,Rite Aid,1,1
7481,1,Rite Aid,0,0
8549,1,Rite Aid,0,0
15,1,Rite Aid,1,0
10395,1,Rite Aid,1,1
4653,1,Rite Aid,1,0
3,1,Rite Aid,0,0
4596,1,Rite Aid,1,0
7420,1,Rite Aid,0,1
7420,1,Rite Aid,1,1
4650,1,Rite Aid,0,0
8545,1,Rite Aid,1,0
10392,1,Rite Aid,1,0
9318,1,Rite Aid,0,0
12,1,Rite Aid,1,0
13,1,Rite Aid,1,0
7484,1,Rite Aid,0,0
6695,1,Rite Aid,1,0
10663,1,Rite Aid,0,0
7480,1,Rite Aid,0,0
6688,1,Rite Aid,0,0
8547,1,Rite Aid,0,0
67,1,Rite Aid,1,0
25,1,Rite Aid,0,0
12,1,Rite Aid,0,0
4653,1,Rite Aid,0,0
10176,1,Rite Aid,1,0
10659,1,Rite Aid,1,0
23,1,Rite Aid,0,0
9318,1,Rite Aid,1,0
7420,1,Rite Aid,1,1
4537,1,Rite Aid,1,0
7,1,Rite Aid,0,0
7479,1,Rite Aid,0,0
10390,1,Rite Aid,0,1
9319,1,Rite Aid,1,0
8546,1,Rite Aid,1,0
19,1,Rite Aid,1,0
9608,1,Rite Aid,0,0
8547,1,Rite Aid,0,0
7480,1,Rite Aid,0,0
16,1,Rite Aid,1,1
4656,1,Rite Aid,1,1
6688,1,Rite Aid,1,0
7484,1,Rite Aid,1,0
9324,1,Rite Aid,0,0
7484,1,Rite Aid,1,0
7,1,Rite Aid,0,0
8553,1,Rite Aid,0,0
4657,1,Rite Aid,1,0
6,1,Rite Aid,1,0
7421,1,Rite Aid,1,0
2,1,Rite Aid,1,0
10394,1,Rite Aid,0,0
6694,1,Rite Aid,0,0
10396,1,Rite Aid,1,1
4655,1,Rite Aid,0,0
67,1,Rite Aid,1,1
10394,1,Rite Aid,1,0
14,1,Rite Aid,1,0
7484,1,Rite Aid,0,0
7481,1,Rite Aid,0,0
23,1,Rite Aid,1,0
6690,1,Rite Aid,0,0
10656,1,Rite Aid,1,1
10390,1,Rite Aid,0,1
4658,1,Rite Aid,0,1
10392,1,Rite Aid,0,0
4537,1,Rite Aid,1,0
9605,1,Rite Aid,1,1
6690,1,Rite Aid,1,0
6688,1,Rite Aid,1,0
9324,1,Rite Aid,0,0
4646,1,Rite Aid,1,0
4597,1,Rite Aid,0,1
10394,1,Rite Aid,0,0
8551,1,Rite Aid,0,0
